neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,number_of_reviews_ltm
Vadhana,13.73784,100.56407,Private room,700,10,0,4,0
Khlong Toei,13.72138,100.58236,Entire home/apt,15000,1,1,365,0
Lat Krabang,13.79016,100.78797,Entire home/apt,9500,3,0,365,0
Vadhana,13.73826,100.58525,Private room,2000,1,0,365,0
Bang Na,13.6753,100.59922,Entire home/apt,2078,2,8,357,0
Vadhana,13.74521,100.56804,Private room,1682,2,3,365,0
Vadhana,13.72792,100.58774,Private room,3500,1,0,365,0
Vadhana,13.72815,100.58755,Private room,3500,1,0,365,0
Sathon,13.72077,100.54692,Entire home/apt,1200,1,248,190,8
Sathon,13.72075,100.54692,Entire home/apt,1450,1,233,355,3
Sathon,13.72075,100.5469,Entire home/apt,1450,1,91,355,9
Suanluang,13.71037,100.62355,Entire home/apt,670,1,0,365,0
Don Mueang,13.92277,100.58107,Entire home/apt,2000,365,0,358,0
Bang Na,13.67896,100.61232,Entire home/apt,400,2,66,81,2
Phaya Thai,13.77481,100.54546,Entire home/apt,1659,30,59,360,0
Chatu Chak,13.81658,100.5787,Entire home/apt,1057,4,0,358,0
Suanluang,13.73898,100.61394,Private room,1385,1,0,365,0
Phra Nakhon,13.75545,100.50362,Private room,1717,1,1,318,0
Phra Khanong,13.69406,100.59619,Private room,1080,5,0,365,0
Vadhana,13.73078,100.59043,Entire home/apt,3000,1,0,365,0
Chatu Chak,13.82955,100.5428,Private room,1000,3,0,363,0
Chatu Chak,13.80977,100.569,Entire home/apt,2000,30,5,104,0
Suanluang,13.73585,100.63108,Private room,8000,1,35,365,0
Sathon,13.71284,100.51466,Entire home/apt,899,100,57,89,0
Bang Rak,13.72904,100.53521,Entire home/apt,3775,1,17,57,0
Phaya Thai,13.78001,100.54283,Entire home/apt,1200,180,69,268,0
Vadhana,13.73359,100.57397,Entire home/apt,2220,21,33,346,0
Ratchathewi,13.75059,100.5556,Entire home/apt,1590,10,63,355,0
Phaya Thai,13.78231,100.54341,Entire home/apt,1650,30,110,340,3
Bang Sue,13.82095,100.53517,Entire home/apt,750,3,21,164,4
Khlong San,13.71014,100.50364,Entire home/apt,1177,6,92,131,0
Khlong San,13.71031,100.50235,Entire home/apt,1177,6,84,119,9
Khlong Toei,13.70527,100.60015,Entire home/apt,1108,14,44,223,1
Rat Burana,13.68106,100.5078,Entire home/apt,700,30,8,273,2
Bang Na,13.68102,100.61227,Entire home/apt,520,7,151,42,12
Sathon,13.71453,100.51174,Entire home/apt,999,100,47,83,0
Huai Khwang,13.78242,100.57513,Entire home/apt,1150,28,115,315,4
Vadhana,13.74011,100.55798,Entire home/apt,2147,365,2,364,0
Khlong Toei,13.70702,100.59778,Entire home/apt,999,30,37,147,6
Saphan Sung,13.77459,100.67264,Entire home/apt,370,1,34,363,0
Phra Khanong,13.69768,100.60777,Entire home/apt,1200,5,1,365,0
Bang Phlat,13.80663,100.51206,Private room,1093,1,0,355,0
Lat Phrao,13.81556,100.61063,Private room,900,1,1,364,0
Bang Rak,13.73349,100.52333,Private room,1900,30,4,342,1
Chom Thong,13.71367,100.46775,Entire home/apt,600,30,35,317,4
Bang Rak,13.73008,100.51486,Entire home/apt,2212,5,17,293,3
Khlong Sam Wa,13.84514,100.76442,Private room,1044,1,0,365,0
Din Daeng,13.78087,100.57255,Private room,800,1,0,365,0
Vadhana,13.73925,100.55807,Entire home/apt,1385,180,22,362,0
Khlong Toei,13.72228,100.57116,Shared room,1209,1,0,365,0
Sathon,13.71045,100.52223,Entire home/apt,5818,1,166,313,2
Suanluang,13.73585,100.63139,Private room,900,1,4,365,0
Thon buri,13.70624,100.49502,Private room,1500,90,0,365,0
Yan na wa,13.67747,100.52811,Entire home/apt,1208,2,0,358,0
Bang Khen,13.86556,100.61861,Entire home/apt,866,2,0,365,0
Phra Khanong,13.6886,100.60747,Entire home/apt,2424,2,0,362,0
Suanluang,13.72168,100.61818,Entire home/apt,1662,10,29,365,0
Parthum Wan,13.74674,100.54233,Entire home/apt,4848,2,1,362,0
Ratchathewi,13.75026,100.55641,Entire home/apt,1629,30,73,199,5
Parthum Wan,13.74034,100.54555,Entire home/apt,17265,1,344,351,59
Khlong Toei,13.73313,100.56259,Private room,4871,1,7,364,0
Khlong Toei,13.73313,100.56259,Private room,4871,1,27,364,1
Bang Rak,13.73276,100.52332,Private room,700,30,11,233,0
Khlong Toei,13.73701,100.55193,Entire home/apt,990,30,63,356,0
Bang Rak,13.72457,100.53187,Entire home/apt,1500,180,2,365,0
Vadhana,13.74393,100.56986,Private room,1800,1,0,365,0
Bang Rak,13.73421,100.52163,Private room,1500,30,7,210,1
Phra Nakhon,13.75972,100.49995,Shared room,481,1,3,358,1
Bang Rak,13.73251,100.52679,Entire home/apt,1200,30,374,231,19
Vadhana,13.746896,100.558998,Entire home/apt,1725,1,188,89,3
Bang Rak,13.73297,100.52147,Private room,700,30,15,302,1
Bang Phlat,13.77608,100.48508,Private room,800,1,0,365,0
Chatu Chak,13.83848,100.57947,Private room,650,30,4,365,0
Phaya Thai,13.78044,100.54211,Private room,5614,1,0,365,0
Bang Na,13.67907,100.61437,Entire home/apt,520,4,178,64,3
Phra Khanong,13.70542,100.61201,Private room,693,180,0,365,0
Vadhana,13.73444,100.57176,Private room,1200,1,0,180,0
Phra Nakhon,13.76011,100.49973,Shared room,599,1,2,358,0
Khlong San,13.72234,100.50351,Private room,1500,1,224,358,0
Vadhana,13.7322,100.58305,Entire home/apt,1250,7,75,324,15
Parthum Wan,13.74696,100.52725,Entire home/apt,1000,30,113,270,3
Bang Sue,13.82212,100.53333,Entire home/apt,933,19,38,257,2
Khlong San,13.70818,100.49716,Entire home/apt,1310,180,7,364,0
Lat Krabang,13.72167,100.7386,Entire home/apt,5000,300,17,271,0
Ratchathewi,13.76289,100.53823,Entire home/apt,1143,1,0,365,0
Bang Rak,13.72597,100.53111,Entire home/apt,890,3,94,227,0
Ratchathewi,13.75202,100.53685,Shared room,970,1,12,343,0
Ratchathewi,13.75183,100.53677,Shared room,381,1,105,322,8
Phaya Thai,13.78827,100.54804,Entire home/apt,2500,7,0,365,0
Parthum Wan,13.73939,100.54344,Entire home/apt,3271,1,89,348,21
Ratchathewi,13.75212,100.53687,Shared room,450,1,10,365,1
Ratchathewi,13.75195,100.53686,Shared room,416,1,50,365,1
Suanluang,13.74117,100.60071,Entire home/apt,1212,7,19,124,2
Sathon,13.72073,100.5469,Entire home/apt,1157,1,280,351,12
Phaya Thai,13.78662,100.55299,Private room,1490,60,5,179,0
Khlong San,13.72375,100.50404,Private room,1500,1,92,361,0
Khlong San,13.72213,100.50201,Private room,1800,1,93,361,0
Khlong San,13.72236,100.50368,Private room,1500,1,311,357,2
Khlong San,13.7198,100.51101,Entire home/apt,3809,30,3,57,0
Khlong San,13.72388,100.50361,Private room,1800,1,106,355,1
Suanluang,13.73688,100.64723,Entire home/apt,2200,30,0,364,0
Sai Mai,13.92239,100.64996,Entire home/apt,3117,1,0,365,0
Khlong San,13.71166,100.50196,Entire home/apt,1136,20,91,350,6
Din Daeng,13.77588,100.56033,Private room,700,1,0,179,0
Phaya Thai,13.78689,100.5475,Private room,1188,30,0,145,0
Phra Nakhon,13.76152,100.50037,Private room,700,1,30,1,0
Parthum Wan,13.73924,100.54015,Entire home/apt,2995,2,153,73,10
Bangkok Noi,13.75459,100.48451,Private room,890,2,4,365,0
Sathon,13.72091,100.54255,Entire home/apt,3500,7,0,365,0
Bangkok Noi,13.75534,100.48639,Private room,590,2,6,362,0
Phra Khanong,13.70383,100.60275,Entire home/apt,2300,30,33,348,1
Min Buri,13.79228,100.77675,Entire home/apt,1558,2,48,350,6
Bang Phlat,13.78733,100.47119,Entire home/apt,650,1,1,364,0
Phaya Thai,13.77487,100.54654,Private room,1401,1,204,168,4
Parthum Wan,13.74371,100.54369,Private room,1943,1,7,365,1
Vadhana,13.74339,100.56985,Private room,1943,2,2,185,0
Din Daeng,13.77562,100.57346,Private room,1200,1,0,365,0
Khlong Toei,13.70837,100.59748,Entire home/apt,650,28,40,316,3
Chom Thong,13.67202,100.45667,Private room,700,60,2,365,0
Phasi Charoen,13.71021,100.4498,Private room,1200,1,0,330,0
Sathon,13.7207,100.54712,Entire home/apt,750,1,113,328,8
Huai Khwang,13.75662,100.56633,Entire home/apt,2736,365,9,365,0
Pra Wet,13.69472,100.64451,Entire home/apt,1039,1,190,344,12
Vadhana,13.73665,100.56983,Entire home/apt,9999,2,19,360,0
Bang Na,13.67212,100.60701,Entire home/apt,1300,60,13,358,0
Thon buri,13.7209,100.49248,Entire home/apt,1212,28,36,334,5
Phra Khanong,13.70234,100.60602,Entire home/apt,609,30,107,244,12
Khlong Toei,13.73763,100.55255,Entire home/apt,1500,3,66,254,6
Khlong Toei,13.7062,100.60011,Entire home/apt,949,30,63,300,2
Phaya Thai,13.78163,100.54241,Entire home/apt,2701,60,92,346,0
Bang Rak,13.73149,100.52494,Entire home/apt,2424,1,86,259,0
Huai Khwang,13.75611,100.5658,Entire home/apt,3120,365,3,363,0
Khlong San,13.721097,100.507729,Private room,830,2,6,87,1
Sathon,13.71247,100.52265,Entire home/apt,6788,1,166,313,14
Don Mueang,13.89077,100.58304,Private room,500,4,0,365,0
Parthum Wan,13.74465,100.54311,Private room,1986,1,2,362,0
Bang Kapi,13.74742,100.60496,Entire home/apt,658,15,12,306,4
Sathon,13.71228,100.51328,Entire home/apt,827,2,295,314,13
Phaya Thai,13.7747,100.54671,Private room,1490,1,192,159,11
Bang Phlat,13.76669,100.48851,Entire home/apt,2078,1,0,365,0
Phaya Thai,13.78667,100.54787,Entire home/apt,800,28,49,271,7
Khlong Toei,13.70824,100.59931,Entire home/apt,806,1,106,271,5
Ratchathewi,13.7556,100.54342,Entire home/apt,1657,90,31,364,0
Parthum Wan,13.74459,100.54308,Private room,1700,1,3,362,1
Bang Phlat,13.78376,100.49821,Private room,1200,1,0,365,0
Bang Rak,13.72172,100.52309,Private room,1200,1,21,359,0
Bang Rak,13.7245,100.53399,Private room,1643,29,1,364,0
Bang Na,13.65931,100.63065,Entire home/apt,400,2,51,81,16
Khlong Toei,13.70939,100.59791,Entire home/apt,1529,21,171,131,6
Lat Krabang,13.7217,100.71567,Entire home/apt,1329,60,1,358,0
Khlong San,13.72145,100.50824,Private room,850,2,9,362,0
Khlong San,13.721129,100.507797,Private room,643,2,4,87,0
Ratchathewi,13.74859,100.56293,Entire home/apt,1300,30,0,363,0
Vadhana,13.74387,100.57068,Entire home/apt,2390,1,5,179,0
Sathon,13.71349,100.51437,Entire home/apt,850,200,79,365,0
Sathon,13.71498,100.51263,Private room,399,1,0,365,0
Khlong Toei,13.71418,100.59224,Entire home/apt,990,30,27,273,4
Parthum Wan,13.74374,100.544,Private room,1729,1,5,362,2
Yan na wa,13.71803,100.54987,Entire home/apt,704,90,15,241,0
Vadhana,13.70617,100.60217,Entire home/apt,1534,5,74,297,14
Saphan Sung,13.74628,100.67538,Private room,430,5,30,365,0
Khlong Toei,13.71659,100.58119,Entire home/apt,950,60,27,301,4
Huai Khwang,13.79977,100.575,Entire home/apt,617,30,54,289,0
Bangkok Noi,13.77368,100.48079,Entire home/apt,999,3,19,295,0
Thon buri,13.71786,100.47775,Entire home/apt,1330,28,102,310,0
Suanluang,13.71194,100.60596,Private room,850,1,0,365,0
Samphanthawong,13.73325,100.51437,Private room,1000,1,107,361,22
Samphanthawong,13.73325,100.51437,Private room,1000,1,28,362,2
Samphanthawong,13.73325,100.51437,Private room,1446,1,27,364,0
Chatu Chak,13.84186,100.58884,Entire home/apt,800,30,17,325,0
Yan na wa,13.71408,100.54564,Entire home/apt,1438,2,11,340,0
Sathon,13.72033,100.5299,Entire home/apt,3587,1,12,347,2
Khlong Toei,13.70754,100.59274,Entire home/apt,1650,4,27,173,0
Suanluang,13.73467,100.64802,Entire home/apt,3000,30,0,364,0
Bangkok Noi,13.75536,100.48638,Private room,850,2,9,365,0
Vadhana,13.7261,100.58833,Entire home/apt,6892,3,10,325,0
Ratchathewi,13.75292,100.53857,Shared room,5000,1,47,365,0
Sathon,13.71246,100.53385,Entire home/apt,3151,28,3,226,3
Chatu Chak,13.83903,100.5824,Entire home/apt,900,3,18,308,4
Phra Khanong,13.6823,100.60532,Entire home/apt,3500,2,148,356,2
Bangkok Noi,13.75508,100.48446,Private room,850,2,3,362,0
Bang Rak,13.72452,100.53249,Private room,1000,180,7,365,0
Ratchathewi,13.75183,100.53207,Shared room,450,1,14,365,0
Ratchathewi,13.75191,100.53677,Shared room,416,1,41,365,1
Khlong San,13.72246,100.50246,Private room,1500,1,132,360,0
Khlong San,13.72244,100.50241,Private room,1500,1,277,360,0
Khlong San,13.72228,100.50403,Private room,1500,1,184,360,1
Phra Khanong,13.69124,100.61036,Entire home/apt,750,30,66,271,0
Khlong San,13.72195,100.50304,Entire home/apt,900,28,76,324,5
Ratchathewi,13.75395,100.52698,Entire home/apt,1500,15,32,354,0
Khlong San,13.7201,100.50527,Entire home/apt,990,75,7,269,2
Khlong Toei,13.71286,100.59172,Hotel room,2329,1,477,50,6
Phra Nakhon,13.74775,100.49867,Hotel room,1980,1,18,361,0
Khlong Toei,13.71174,100.5938,Hotel room,2286,1,393,2,2
Bang Rak,13.72276,100.5312,Entire home/apt,4000,2,16,272,0
Dusit,13.78963,100.51768,Private room,1100,1,42,78,0
Vadhana,13.72103,100.60415,Private room,600,30,3,320,0
Chatu Chak,13.83396,100.56851,Entire home/apt,1400,14,0,358,0
Huai Khwang,13.78795,100.57904,Entire home/apt,18000,1,0,365,0
Khlong Toei,13.72056,100.57021,Shared room,560,1,11,1,0
Don Mueang,13.93346,100.60146,Private room,790,1,87,365,0
Pra Wet,13.73353,100.68977,Entire home/apt,3500,1,2,359,1
Thon buri,13.69899,100.4823,Entire home/apt,3340,1,0,365,0
Vadhana,13.74549,100.56268,Private room,6000,1,0,342,0
Pom Prap Sattru Phai,13.75686,100.50885,Entire home/apt,2200,1,13,353,3
Vadhana,13.74024,100.5571,Private room,2000,1,0,365,0
Chatu Chak,13.80508,100.56983,Entire home/apt,800,5,21,325,0
Khlong San,13.72202,100.50578,Entire home/apt,3390,7,7,365,0
Phra Nakhon,13.75506,100.50443,Shared room,797,1,5,344,0
Phra Nakhon,13.75533,100.50343,Shared room,714,1,1,360,0
Phra Nakhon,13.75575,100.50396,Shared room,786,1,1,359,0
Bueng Kum,13.77935,100.66366,Private room,1250,2,0,90,0
Huai Khwang,13.76715,100.58535,Private room,2500,1,0,365,0
Rat Burana,13.67747,100.51778,Entire home/apt,525,3,17,333,3
Dusit,13.78731,100.51721,Private room,1400,1,8,177,0
Chatu Chak,13.83152,100.55927,Private room,2200,1,0,365,0
Bang Rak,13.72295,100.52646,Entire home/apt,1900,28,73,298,1
Bang Kho laen,13.69591,100.52441,Private room,3000,90,8,362,0
Khlong San,13.71912,100.50906,Entire home/apt,2471,21,12,344,0
Khlong Toei,13.72706,100.5712,Entire home/apt,1106,180,0,317,0
Khlong Toei,13.716157411567432,100.58614381891556,Private room,590,30,0,327,0
Phasi Charoen,13.71053,100.45001,Private room,1250,2,0,365,0
Bang Sue,13.80109,100.52222,Private room,979,2,0,365,0
Suanluang,13.72303,100.61767,Entire home/apt,1200,28,7,337,0
Huai Khwang,13.74847,100.56567,Entire home/apt,1167,5,98,254,13
Saphan Sung,13.7444,100.67421,Entire home/apt,3500,1,0,363,0
Phasi Charoen,13.69865,100.4295,Entire home/apt,3117,1,0,365,0
Bang Rak,13.73152,100.52116,Private room,1800,30,1,330,0
Phasi Charoen,13.71376,100.42736,Entire home/apt,650,30,1,171,1
Khlong Toei,13.7288,100.56911,Entire home/apt,4850,2,16,363,0
Chatu Chak,13.81467,100.57826,Entire home/apt,6900,3,112,139,2
Vadhana,13.72643,100.58235,Private room,1800,3,0,365,0
Phra Khanong,13.69031,100.60822,Entire home/apt,1214,2,20,290,5
Ratchathewi,13.75977,100.53252,Entire home/apt,1500,28,110,310,1
Lak Si,13.89157,100.56258,Private room,850,1,6,353,0
Bang Na,13.68077,100.61387,Entire home/apt,460,8,24,83,2
Bang Na,13.68276,100.60894,Entire home/apt,2424,2,0,365,0
Suanluang,13.72188,100.61563,Entire home/apt,1600,28,4,311,0
Khlong Toei,13.70578,100.59575,Private room,866,1,1,364,0
Vadhana,13.7341,100.56895,Shared room,390,1,52,365,1
Khlong San,13.72378,100.49873,Private room,690,1,0,365,0
Bang Kho laen,13.69957,100.52431,Entire home/apt,674,2,21,304,4
Sathon,13.72243,100.53273,Entire home/apt,2074,2,113,14,9
Sathon,13.72127,100.54657,Entire home/apt,4329,3,8,365,0
Phasi Charoen,13.71147,100.44996,Private room,1385,1,0,365,0
Khlong Toei,13.71506,100.59139,Entire home/apt,1300,5,4,308,0
Vadhana,13.73518,100.56692,Shared room,565,1,33,365,0
Vadhana,13.73351,100.56788,Shared room,565,1,36,365,0
Vadhana,13.73541,100.56858,Shared room,390,1,7,365,0
Phaya Thai,13.77468,100.541702,Entire home/apt,1300,28,80,311,1
Suanluang,13.71291,100.60586,Private room,800,1,3,364,1
Phra Khanong,13.70463,100.61432,Private room,525,3,0,363,0
Bang Rak,13.73274,100.52381,Private room,2100,30,1,357,0
Bang Rak,13.73445,100.52173,Private room,1800,30,4,338,1
Bang Rak,13.73431,100.52181,Private room,1836,30,4,308,0
Bang Rak,13.73371,100.52246,Private room,2686,30,0,333,0
Vadhana,13.73906,100.55939,Entire home/apt,1888,30,232,325,2
Bang Kapi,13.75138,100.61633,Entire home/apt,809,2,7,344,1
Phra Khanong,13.70543,100.6147,Entire home/apt,929,2,2,363,0
Phasi Charoen,13.73656,100.44898,Private room,1071,4,3,364,0
Vadhana,13.71,100.60196,Entire home/apt,986,5,83,277,21
Sathon,13.72062,100.54707,Entire home/apt,1200,1,276,338,0
Pom Prap Sattru Phai,13.75804,100.5074,Entire home/apt,2200,4,7,337,1
Pom Prap Sattru Phai,13.75797,100.50862,Entire home/apt,2200,1,6,304,0
Yan na wa,13.71817,100.55058,Entire home/apt,4500,30,12,329,1
Phra Khanong,13.68559,100.6158,Private room,3000,1,0,365,0
Chatu Chak,13.83196,100.55935,Entire home/apt,1732,5,0,365,0
Khlong Toei,13.71161,100.59466,Entire home/apt,820,7,13,112,3
Bang Kho laen,13.69949,100.53026,Entire home/apt,8500,29,0,365,0
Bang Rak,13.72817,100.53605,Private room,1777,1,18,181,0
Bang Kho laen,13.69841,100.49436,Private room,1430,30,0,365,0
Ratchathewi,13.75459,100.53175,Entire home/apt,8000,180,16,365,0
Vadhana,13.73731,100.57137,Entire home/apt,1400,3,120,75,5
Pra Wet,13.72353,100.6572,Entire home/apt,693,1,0,365,0
Bang Rak,13.72484,100.53158,Entire home/apt,2500,5,11,54,6
Bang Kapi,13.76034,100.65451,Private room,800,1,0,365,0
Bang Kho laen,13.69394,100.49288,Private room,1200,1,0,365,0
Phra Khanong,13.68384,100.60465,Entire home/apt,550,14,79,280,11
Phasi Charoen,13.70887,100.44886,Entire home/apt,1500,1,0,365,0
Khlong Toei,13.71793,100.57675,Private room,1004,2,40,361,0
Bang Kho laen,13.69964,100.51653,Entire home/apt,1108,25,2,149,0
Ratchathewi,13.75341,100.54326,Entire home/apt,1385,30,57,363,0
Khlong Toei,13.7417,100.5515,Entire home/apt,1400,30,65,80,4
Parthum Wan,13.74824,100.54302,Entire home/apt,1600,90,11,358,0
Vadhana,13.72717,100.58109,Entire home/apt,3990,7,3,177,0
Khlong Toei,13.72585,100.57189,Entire home/apt,2400,3,172,316,10
Thon buri,13.71577,100.4816,Entire home/apt,935,28,13,347,2
Bang Kapi,13.7455,100.64682,Private room,1212,1,0,365,0
Phaya Thai,13.77596,100.54097,Private room,1500,7,7,340,0
Phra Khanong,13.6857,100.6036,Private room,600,28,12,353,0
Phra Nakhon,13.76404,100.5007,Private room,847,1,44,362,1
Phra Khanong,13.69042,100.61012,Entire home/apt,850,3,120,138,10
Phra Nakhon,13.76397,100.50081,Private room,1250,1,9,364,1
Chatu Chak,13.8111,100.57616,Entire home/apt,2600,1,157,1,1
Phra Nakhon,13.76394,100.50153,Private room,871,1,27,361,1
Suanluang,13.74395,100.6264,Entire home/apt,5000,2,0,364,0
Vadhana,13.72121,100.5835,Entire home/apt,12900,3,1,87,0
Vadhana,13.72894,100.57943,Private room,2000,1,0,365,0
Phaya Thai,13.78538,100.54295,Private room,1212,1,0,364,0
Sathon,13.719002753682592,100.5307520172107,Entire home/apt,1943,2,3,296,3
Chatu Chak,13.81111,100.56591,Entire home/apt,2597,4,102,225,0
Vadhana,13.71421,100.59281,Entire home/apt,1200,20,27,283,4
Khlong Toei,13.71419,100.59163,Entire home/apt,1311,2,14,290,1
Bang Rak,13.72249,100.5285,Entire home/apt,957,30,246,302,25
Vadhana,13.73936,100.58101,Private room,1500,1,0,179,0
Bang Khen,13.88141,100.6062,Entire home/apt,1500,1,0,365,0
Bangkok Noi,13.75487,100.48591,Private room,797,1,0,365,0
Rat Burana,13.69105,100.48861,Private room,1050,3,1,365,0
Khlong Toei,13.73528,100.55957,Entire home/apt,3347,1,0,365,0
Phra Khanong,13.69734,100.60407,Entire home/apt,899,30,4,173,1
Bang Na,13.67915,100.60952,Private room,1300,90,1,358,0
Ratchathewi,13.7556,100.53343,Entire home/apt,2007,20,22,358,0
Vadhana,13.73127,100.5824,Entire home/apt,1300,5,41,134,6
Yan na wa,13.69526,100.54475,Entire home/apt,2424,3,0,90,0
Phaya Thai,13.77706,100.54264,Shared room,650,1,5,340,0
Phaya Thai,13.77701,100.54097,Shared room,650,1,1,340,0
Phaya Thai,13.7753,100.54152,Shared room,550,1,4,340,0
Khlong San,13.72435,100.50359,Private room,1500,1,131,359,0
Bang Na,13.68132,100.61391,Entire home/apt,520,7,94,76,7
Bang Na,13.68064,100.61219,Entire home/apt,480,2,75,79,4
Bang Rak,13.72439,100.53539,Private room,3500,1,0,365,0
Vadhana,13.72467,100.57961,Entire home/apt,1662,3,113,322,11
Parthum Wan,13.74793,100.52769,Private room,1750,1,44,176,0
Chatu Chak,13.81143,100.55916,Private room,1500,30,7,346,0
Phra Nakhon,13.75466,100.50284,Shared room,802,1,3,354,0
Vadhana,13.73086,100.58744,Private room,1499,1,8,365,0
Parthum Wan,13.73609,100.54967,Entire home/apt,1212,4,24,306,12
Bangkok Noi,13.75788,100.47722,Entire home/apt,2500,365,3,363,0
Phaya Thai,13.77595,100.54304,Private room,1150,2,102,147,25
Phasi Charoen,13.70915,100.44846,Shared room,600,1,0,365,0
Phasi Charoen,13.71094,100.44857,Private room,1400,1,0,365,0
Bang Na,13.66994,100.62562,Private room,831,1,0,362,0
Khlong San,13.72185,100.50266,Entire home/apt,3082,30,47,256,0
Vadhana,13.74232,100.56269,Private room,2000,7,0,363,0
Lak Si,13.89433,100.55453,Private room,400,180,0,365,0
Phra Khanong,13.69389,100.59561,Private room,900,1,0,365,0
Phra Khanong,13.68192,100.60593,Shared room,1745,1,0,337,0
Phra Nakhon,13.75628,100.5026,Shared room,736,1,2,356,0
